net,length_um
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[2\],14.6µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[6\],14.58µm
wbs_dat_i[18],14.58µm
wbs_dat_o[21],14.58µm
_1442_,14.56µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[6\],14.525µm
uart_inst.RX_FIFO_THRESHOLD_REG\[2\],14.52µm
_2208_,14.46µm
_1828_,14.44µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[5\],14.44µm
wbs_sel_i[0],14.44µm
_2596_,14.4µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[6\],14.38µm
wbs_adr_i[24],14.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[2\],14.24µm
pwm_inst.IC_REG\[2\],14.22µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[3\],14.22µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[5\],14.2µm
wbs_dat_o[15],14.2µm
wbs_dat_o[30],14.2µm
_2870_,14.185µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[8\],14.18µm
net785,14.18µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[6\],14.12µm
wbs_dat_o[8],14.12µm
_1736_,14.08µm
_1628_,14.06µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[6\],14.04µm
_1293_,14.02µm
_1395_,14.02µm
pwm_inst.PWM1CFG_REG\[10\],14.02µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[0\],14µm
_1875_,13.96µm
_2080_,13.94µm
_1221_,13.88µm
_2779_,13.88µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[3\],13.84µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[6\],13.8µm
_2007_,13.78µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[8\],13.76µm
wbs_dat_o[11],13.74µm
wbs_dat_o[14],13.74µm
wbs_dat_o[18],13.74µm
wbs_dat_o[20],13.74µm
wbs_dat_o[22],13.74µm
wbs_dat_o[24],13.74µm
wbs_dat_o[26],13.74µm
wbs_dat_o[29],13.74µm
wbs_dat_o[7],13.74µm
wbs_dat_o[9],13.74µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[6\],13.72µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[8\],13.72µm
_1795_,13.705µm
clknet_1_0__leaf_wb_clk_i,13.7µm
_2371_,13.68µm
_2066_,13.66µm
wbs_dat_o[23],13.66µm
net609,13.66µm
pwm_inst.PWM1CFG_REG\[8\],13.645µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[1\],13.62µm
_1888_,13.61µm
_2102_,13.6µm
uart_inst.CFG_REG\[12\],13.6µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[2\],13.6µm
_1099_,13.58µm
_1472_,13.58µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[5\],13.58µm
_1998_,13.56µm
_1350_,13.54µm
net596,13.54µm
_2159_,13.52µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[2\],13.52µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[2\],13.52µm
_1250_,13.465µm
_1272_,13.46µm
_2476_,13.46µm
net603,13.46µm
_2716_,13.38µm
_2796_,13.38µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[3\],13.38µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[5\],13.38µm
_1436_,13.365µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[5\],13.34µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[0\],13.34µm
wbs_dat_i[19],13.32µm
_1340_,13.3µm
_3016_,13.28µm
_2890_,13.26µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[8\],13.255µm
_2466_,13.22µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[0\],13.22µm
pwm_inst.instance_to_wrap.dly_cntr\[1\],13.2µm
wbs_dat_o[10],13.2µm
_1672_,13.18µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[1\],13.18µm
_1632_,13.14µm
_2547_,13.14µm
net1046,13.11µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[8\],13.08µm
uart_tx,13.08µm
_2166_,13.04µm
pwm_inst.instance_to_wrap.pr_reg\[4\],13.02µm
_1365_,13µm
_1481_,13µm
wbs_adr_i[13],12.98µm
_1224_,12.96µm
_2078_,12.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[4\],12.96µm
_2220_,12.92µm
_2436_,12.92µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[0\],12.92µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[3\],12.92µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[1\],12.92µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[3\],12.92µm
_1352_,12.9µm
_1393_,12.88µm
_2247_,12.86µm
_1058_,12.84µm
_1691_,12.84µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[4\],12.84µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[8\],12.825µm
wbs_adr_i[21],12.82µm
wbs_dat_i[16],12.82µm
_1577_,12.81µm
_1936_,12.77µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[4\],12.76µm
_1426_,12.74µm
_2562_,12.74µm
_2824_,12.74µm
wbs_dat_o[25],12.74µm
_2403_,12.72µm
_2171_,12.7µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[6\],12.7µm
_2338_,12.68µm
uart_inst.instance_to_wrap.uart_rx.brk\[2\],12.67µm
_1748_,12.66µm
net536,12.64µm
_1019_,12.62µm
uart_inst.IC_REG\[9\],12.62µm
_2748_,12.58µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[4\],12.56µm
_1467_,12.48µm
_2484_,12.48µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[0\],12.46µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[2\],12.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[8\],12.42µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[7\],12.42µm
net580,12.42µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[1\],12.39µm
_1817_,12.38µm
_2077_,12.38µm
_2212_,12.38µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[3\],12.36µm
_1370_,12.34µm
uart_inst.instance_to_wrap.uart_rx.brk\[5\],12.29µm
_1040_,12.28µm
_2101_,12.28µm
wbs_dat_o[12],12.28µm
_1237_,12.26µm
_2599_,12.26µm
uart_inst.IC_REG\[8\],12.255µm
_1715_,12.24µm
pwm_inst.CMPY_REG\[27\],12.24µm
pwm_inst.instance_to_wrap.pr_reg\[15\],12.22µm
pwm_inst.PWMDT_REG\[7\],12.2µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[6\],12.2µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[8\],12.2µm
_2788_,12.165µm
_2026_,12.16µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[1\],12.16µm
user_irq[0],12.16µm
net565,12.16µm
_2570_,12.12µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[5\],12.12µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[7\],12.12µm
net659,12.12µm
_1363_,12.08µm
_1896_,12.08µm
_2986_,12.04µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[1\],12.02µm
uart_inst.instance_to_wrap.uart_rx.brk\[11\],12.01µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[2\],12µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[0\],12µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[5\],11.92µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[4\],11.92µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[0\],11.92µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[7\],11.92µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[2\],11.91µm
_1343_,11.88µm
_2109_,11.88µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[2\],11.88µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[7\],11.88µm
_1742_,11.84µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[4\],11.84µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[4\],11.84µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[5\],11.84µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[7\],11.84µm
_2409_,11.83µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[8\],11.82µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[6\],11.82µm
wbs_dat_o[27],11.82µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[7\],11.805µm
_1354_,11.8µm
_1497_,11.8µm
_2048_,11.76µm
pwm_inst.PWMFC_REG\[12\],11.76µm
_0881_,11.74µm
_2087_,11.72µm
_2197_,11.72µm
_2427_,11.68µm
wbs_adr_i[15],11.68µm
_1547_,11.66µm
_2943_,11.64µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[7\],11.64µm
_2635_,11.62µm
_2949_,11.62µm
pwm_inst.PWM1CFG_REG\[6\],11.62µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[4\],11.62µm
net530,11.62µm
_1789_,11.6µm
_2354_,11.6µm
_1723_,11.58µm
_2288_,11.58µm
_2369_,11.58µm
_2966_,11.58µm
pwm_inst.instance_to_wrap.pr_reg\[13\],11.58µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[8\],11.58µm
_2076_,11.555µm
_1240_,11.54µm
_1545_,11.54µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[1\],11.54µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[1\],11.54µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[4\],11.54µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[5\],11.54µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[0\],11.52µm
_2869_,11.5µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[2\],11.5µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[8\],11.5µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[1\],11.5µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[1\],11.5µm
_2608_,11.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[8\],11.46µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[8\],11.46µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[6\],11.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[8\],11.44µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[0\],11.44µm
wbs_adr_i[0],11.44µm
_1971_,11.42µm
_2565_,11.42µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[4\],11.42µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[3\],11.38µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[5\],11.38µm
_1889_,11.375µm
wbs_dat_o[16],11.36µm
wbs_dat_o[31],11.36µm
wbs_dat_o[5],11.36µm
net1045,11.36µm
uart_inst.instance_to_wrap.uart_rx.brk\[1\],11.35µm
_2280_,11.34µm
_2753_,11.34µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[4\],11.32µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[3\],11.3µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[5\],11.28µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[0\],11.28µm
_2230_,11.26µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[6\],11.26µm
_2552_,11.24µm
_2661_,11.24µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[7\],11.24µm
_1619_,11.22µm
wbs_adr_i[8],11.22µm
_1587_,11.2µm
net1074,11.2µm
net1078,11.2µm
_0645_,11.16µm
_2173_,11.16µm
_2458_,11.16µm
_1379_,11.14µm
wbs_adr_i[27],11.14µm
wbs_stb_i,11.14µm
_1695_,11.12µm
_1775_,11.12µm
_1997_,11.12µm
_2020_,11.12µm
uart_rx,11.12µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[1\],11.08µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[0\],11.08µm
net1080,11.06µm
_0420_,11.05µm
_2646_,11.04µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[3\],11.04µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[6\],11.04µm
_1209_,11.02µm
wbs_adr_i[4],11.02µm
net719,11µm
pwm_inst.instance_to_wrap.pr_reg\[7\],10.98µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[4\],10.98µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[1\],10.98µm
uart_inst.instance_to_wrap.uart_rx.current_state\[1\],10.98µm
pwm_inst.IM_REG\[1\],10.97µm
_1280_,10.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[1\],10.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[2\],10.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[4\],10.94µm
net625,10.94µm
net731,10.94µm
_1314_,10.88µm
_1318_,10.88µm
_1644_,10.87µm
_1952_,10.86µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[7\],10.86µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[4\],10.86µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[6\],10.86µm
_2072_,10.8µm
_1521_,10.78µm
_2281_,10.78µm
_2480_,10.78µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[6\],10.76µm
wbs_adr_i[3],10.76µm
wbs_dat_i[15],10.76µm
wbs_sel_i[2],10.76µm
_2512_,10.74µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[7\],10.74µm
net675,10.74µm
net1086,10.74µm
pwm_inst.PWMFC_REG\[14\],10.72µm
_1025_,10.665µm
_1309_,10.66µm
_1834_,10.66µm
_2293_,10.66µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[0\],10.645µm
_0692_,10.64µm
_1703_,10.64µm
_2211_,10.64µm
_1479_,10.62µm
_3013_,10.62µm
_1499_,10.6µm
_1959_,10.6µm
_2857_,10.585µm
_1022_,10.58µm
_1239_,10.58µm
_1470_,10.58µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[8\],10.58µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[4\],10.58µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[5\],10.58µm
_1029_,10.56µm
_1389_,10.56µm
_2388_,10.54µm
pwm_inst.instance_to_wrap.pr_reg\[10\],10.54µm
net1085,10.54µm
_2184_,10.52µm
_1574_,10.5µm
uart_inst.PR_REG\[2\],10.5µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[3\],10.5µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[4\],10.5µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[1\],10.5µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[8\],10.5µm
_1445_,10.46µm
_2568_,10.46µm
_2283_,10.44µm
net1037,10.44µm
net608,10.42µm
_1034_,10.4µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[4\],10.4µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[7\],10.4µm
net1058,10.4µm
net1070,10.4µm
pwm_inst.PWM1CFG_REG\[5\],10.36µm
_0196_,10.33µm
_1410_,10.32µm
_1634_,10.32µm
_1831_,10.32µm
user_irq[1],10.32µm
pwm_inst.instance_to_wrap.dly_cntr\[4\],10.28µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[2\],10.28µm
uart_inst.instance_to_wrap.uart_rx.b_reg\[0\],10.28µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[5\],10.26µm
_2636_,10.24µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[7\],10.24µm
_1312_,10.22µm
_1409_,10.22µm
_1930_,10.22µm
_2038_,10.18µm
_1671_,10.16µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[5\],10.16µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[3\],10.16µm
_1335_,10.14µm
_2291_,10.14µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[6\],10.14µm
net695,10.14µm
_1859_,10.12µm
_2792_,10.1µm
wbs_adr_i[6],10.1µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[2\],10.095µm
_2558_,10.08µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[0\],10.08µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[0\],10.08µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[1\],10.08µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[7\],10.08µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[6\],10.08µm
_1220_,10.04µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[4\],10.04µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[8\],10.04µm
_2324_,10.02µm
pwm_inst.PWMFC_REG\[6\],10µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[2\],10µm
_1529_,9.98µm
_2631_,9.98µm
wbs_dat_o[0],9.98µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[3\],9.94µm
_1911_,9.92µm
_0887_,9.86µm
pwm_out,9.86µm
pwm_inst.instance_to_wrap.dly_cntr\[5\],9.84µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[0\],9.82µm
net708,9.82µm
pwm_inst.PWMFC_REG\[4\],9.78µm
net502,9.78µm
_2151_,9.76µm
pwm_inst.PWM1CFG_REG\[15\],9.74µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[7\],9.74µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[3\],9.74µm
_2488_,9.72µm
_2919_,9.72µm
pwm_inst.instance_to_wrap.pr_reg\[5\],9.72µm
net771,9.72µm
_2754_,9.7µm
_2805_,9.7µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[6\],9.7µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[7\],9.7µm
_1538_,9.68µm
_0719_,9.665µm
_1066_,9.66µm
_1112_,9.66µm
_1822_,9.66µm
_1904_,9.66µm
_2863_,9.66µm
net439,9.64µm
_2135_,9.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[2\],9.58µm
_1668_,9.52µm
_2984_,9.52µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[2\],9.52µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[5\],9.5µm
_2299_,9.48µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[3\],9.48µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[6\],9.48µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[7\],9.48µm
net615,9.48µm
pwm_inst.PWMFC_REG\[13\],9.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[4\],9.46µm
_1026_,9.44µm
_2021_,9.44µm
_2196_,9.44µm
_1876_,9.42µm
_1296_,9.4µm
_1783_,9.4µm
_2624_,9.4µm
_3044_,9.4µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[4\],9.4µm
_2379_,9.39µm
_1800_,9.38µm
_2215_,9.38µm
_2348_,9.38µm
_1257_,9.36µm
_2306_,9.36µm
_2391_,9.36µm
pwm_inst.PWMFC_REG\[11\],9.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[4\],9.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[2\],9.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[8\],9.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[2\],9.36µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[3\],9.36µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[4\],9.36µm
_0215_,9.35µm
_1992_,9.34µm
_2449_,9.34µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[5\],9.34µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[1\],9.34µm
_0778_,9.3µm
_2189_,9.3µm
wbs_ack_o,9.3µm
wbs_dat_o[1],9.3µm
_2487_,9.28µm
_2203_,9.255µm
_1614_,9.24µm
_2836_,9.24µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[7\],9.24µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[7\],9.24µm
net577,9.24µm
_2528_,9.23µm
net896,9.22µm
_0005_,9.18µm
_2625_,9.18µm
_0765_,9.16µm
_1948_,9.16µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[1\],9.16µm
_1391_,9.12µm
_3005_,9.12µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[8\],9.12µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[5\],9.12µm
_0972_,9.085µm
_1030_,9.08µm
_2745_,9.08µm
_1050_,9.06µm
_1085_,9.06µm
_1532_,9.06µm
_1652_,9.06µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[0\],9.06µm
net517,9.06µm
_1302_,9.04µm
_2443_,9.04µm
_1420_,9.02µm
_2314_,9.02µm
_2812_,9.02µm
_2852_,9.02µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[2\],9µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[5\],9µm
pwm_inst.PWM1CFG_REG\[0\],8.98µm
_2643_,8.945µm
_1649_,8.94µm
_2606_,8.94µm
wbs_adr_i[1],8.935µm
_2169_,8.92µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[6\],8.92µm
_1035_,8.9µm
_1107_,8.9µm
_1383_,8.9µm
_2099_,8.9µm
_2473_,8.9µm
_2494_,8.9µm
pwm_inst.PWM1CFG_REG\[7\],8.9µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[0\],8.9µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[5\],8.9µm
_2455_,8.86µm
net483,8.86µm
_2222_,8.84µm
wbs_adr_i[14],8.84µm
_1063_,8.82µm
_1394_,8.82µm
net956,8.82µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[5\],8.8µm
_1995_,8.78µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[7\],8.78µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[0\],8.78µm
net1072,8.76µm
wb_rst_i,8.72µm
wbs_adr_i[5],8.72µm
wbs_adr_i[7],8.72µm
wbs_dat_i[20],8.72µm
wbs_sel_i[1],8.72µm
wbs_sel_i[3],8.72µm
_0237_,8.7µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[7\],8.7µm
_0580_,8.68µm
_1052_,8.68µm
_1645_,8.66µm
pwm_inst.PWM1CFG_REG\[4\],8.66µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[6\],8.66µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[6\],8.66µm
_0672_,8.62µm
_0791_,8.62µm
_1884_,8.62µm
_2618_,8.62µm
_0866_,8.605µm
_0575_,8.6µm
_0647_,8.6µm
_1036_,8.6µm
_1067_,8.6µm
_1245_,8.6µm
net757,8.6µm
_1078_,8.58µm
_2362_,8.58µm
_2370_,8.58µm
_2457_,8.58µm
net249,8.58µm
uart_inst.instance_to_wrap.uart_rx.brk\[10\],8.57µm
_1496_,8.56µm
_2450_,8.56µm
_2950_,8.56µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[4\],8.56µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[5\],8.56µm
_0451_,8.55µm
_1527_,8.54µm
_2423_,8.54µm
_2367_,8.52µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[0\],8.5µm
net481,8.5µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[1\],8.485µm
_1762_,8.48µm
_2335_,8.48µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[3\],8.48µm
net992,8.48µm
_1487_,8.44µm
_1721_,8.44µm
_2289_,8.44µm
_2347_,8.44µm
_2433_,8.44µm
_1310_,8.42µm
_1606_,8.42µm
net498,8.4µm
net859,8.4µm
_1069_,8.385µm
net1084,8.38µm
_0192_,8.36µm
_2747_,8.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[5\],8.36µm
_0660_,8.345µm
_1601_,8.32µm
_1603_,8.32µm
_1608_,8.32µm
_2807_,8.32µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[6\],8.32µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[3\],8.32µm
_0698_,8.3µm
_1511_,8.28µm
_1907_,8.24µm
net789,8.24µm
_0977_,8.225µm
_1051_,8.225µm
pwm_inst.instance_to_wrap.pwm0_delayed,8.2µm
_2323_,8.18µm
_1039_,8.16µm
_1042_,8.16µm
_2198_,8.14µm
_2773_,8.14µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[0\],8.14µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[4\],8.14µm
_1570_,8.12µm
pwm_inst.PWMFC_REG\[9\],8.115µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[3\],8.1µm
_0063_,8.09µm
_0228_,8.09µm
_1215_,8.08µm
_2408_,8.08µm
_2997_,8.08µm
pwm_inst.IC_REG\[1\],8.06µm
_2518_,8.04µm
_2727_,8.04µm
_1713_,8.02µm
_2035_,8.02µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[8\],8.02µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[0\],8.02µm
net588,8.02µm
net1035,8.02µm
_2418_,8µm
_2465_,8µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[6\],8µm
_1498_,7.98µm
_1717_,7.98µm
_2248_,7.98µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[0\],7.98µm
net795,7.98µm
net842,7.98µm
net985,7.98µm
_1337_,7.94µm
_1700_,7.94µm
_2810_,7.94µm
_1594_,7.9µm
_1768_,7.9µm
_2405_,7.9µm
